,filmName,author,date,opinion,text
38,Рассказ служанки,75753,28 октября 2018 | 22:02,0,Я ждал второго сезона  с той степенью заинтересованности  что заставляет следить за датой выхода и за неделю готовиться к релизу  Виной тому первый сезон  который при незначительных минусах являл собой прекрасный пример жуткой антиутопии  Это когда ты смотришь на творящийся на экране бенефис цинизма и несправедливости и периодически к горлу подкатывает здоровенный ком  а временами  острое желание схватить антигероев за грудки и хорошенько повозить их рылами об асфальт      Первый сезон действительно заслуживает эпитетов  как в отношении структуры повествования  так и отыгрыша происходящего актерами  Общая механистичность подхода не мешала просмотру  ты всегда знаешь что в каждой серии будет мерзость  будет желание расправы над этими ублюдками и будет толика надежды и лучик света  Это такие суровые качели  на которых в кайф покачаться      И вот  настал второй сезон  который былинно превращает интересную историю в манифест женщине поднявшей голову и это настолько искусственно  настолько трендово  что вся магия начинает растворяться  обнажая пустотелый скелет  Механистичность начинает бесить  появляется ощущение что ты уже не впитываешь историю  а тебе её тупо заталкивают в глотку  Главный женский персонаж превращается в Джона Рэмбо и начинает отыгрывать на серьезных щщях такой уровень маскулинизма  что волей неволей задаешься вопросом  а не отрос ли у нее между сезонами уд     Очень иронично  когда сериал транслирующий идеи свободы и равноправия  начинает проявлять совершенно типичные черты пропаганды  становясь тем  чему он по сути своей оппонирует  И проблема тут не в том  что тут рушат гендерные роли и показывают сильного женского персонажа  А в том  что это не сильный женский персонаж  это женщина играющая мужика  в это невозможно поверить  это идет в ущерб магии  Лисбет Саландер в исполнении Руни Мары   сильный женский персонаж  Рипли в исполнении Сигурни Уивер   сильный женский персонаж  Сара Коннор в исполнении Линды Хэмелтон   сильный женский персонаж  даже главная героиня образца первого сезона это пример становления сильного женского персонажа  только на выходе получился Джон Рэмбо  А второстепенных героев вообще слили в серую массу      На самом деле мне крайне обидно  что сериал с таким потенциалом  предпочел растратить его на цветастые буклетики  Больше пользы для достижения своих целей  авторы смогли бы достичь  если бы не входили в режим берсерка      5 из 10      Первый сезон смотреть стоит и надо  второго сезона не существует                              
39,Рассказ служанки,702400,26 октября 2018 | 14:23,1,Продлевают сериал на второй сезон  а книжка уже на первом закончилась  Это я про сериал  Рассказ служанки   но тоже самое происходит с  Большой маленькой ложью   До этого я не читал роман Этвуд  Рассказ служанки   примечательный тем  что по моему это единственный пример феминисткой антиутопии  написанный женщиной  Собственно  наверное  ни один писатель мужского рода эту нишу не осилит  Хотя жанр антиутопии мужиками очень любим  Иными словами  первоисточник шикарный  реализация тоже не подкачала     Сериал получился отличным  Рассчитан абсолютно на женскую аудиторию  но не потому что так задумано  а потому что большинство мужиков не поймут конфликтов и оттенков переживаний  замешанных на матримониале  Чего  кстати  нет ни в одном мужском романе антиутопии      Ну что актерский состав  Все прекрасны  Мосс прекрасна  Энн Дауд так вообще великолепна  Страховски сделала над собой усилия и перестала быть Буратиной    Максу Мингеллу надо что то делать с бровями  Они настолько огромные  что за ними мимики не видно совершенно                              
40,Рассказ служанки,213524,23 сентября 2018 | 23:14,0,Есть такие экранизации  которые превосходят книгу  которая легла в основу повествования      Но  впрочем  не все так уж идеально  Есть к чему придраться  Итак                                 7 из 10                             
41,Рассказ служанки,665394,04 сентября 2018 | 13:07,1,Одно из основных правил книжных зануд гласит  что прежде  чем смотреть фильм  нужно прочитать книгу  Именно поэтому я всё никак не могла взяться за сериал  Рассказ служанки   я вот сперва прочитаю  а потом    В итоге  подруга таки убедила меня начать его смотреть  но я скоро реабилитировалась  после третьей серии взялась за книгу  а к пятой   дочитала  После десятой   бросила сериал     К  Рассказу служанки  так прочно приклеилась бирка  феминистская антиутопия   что не знаешь  начать с неё или попытаться обойти  Меня в книге   как антиутопии   больше всего  пожалуй  привлекли размышления героини о прошлом  её попытки понять  как получилось  что люди допустили возникновение Галаада  В тех антиутопиях  что я читала прежде   прежде   лишь упоминалось и противопоставлялось настоящему  Между ними словно существовал какой то временной провал  Джун же  ведя свой рассказ  отчётливо вспоминает  как постепенно происходили изменения  Они казались незначительными или   временно допустимыми  Люди не заметили  как сварились заживо в медленно закипающей ванне  Мне сложно было отказаться от аналогии с современностью и отмахнуться от мысли  не греют ли нашу ванну     Сериал  на мой взгляд  прекрасно передаёт и эти сюжетные особенности  прошлое вторгается в настоящее героини  и атмосферу книги  Вместе с Джун мы будто оказываемся в больном сне  где действуют свои законы  Кажется  если ты будешь выполнять правила  стоять  опускать глаза  говорить нужное слово в нужный момент  ты пройдёшь этот лабиринт и окажешься на свободе  Только пробуждение всё никак не наступает  Снова и снова Джун просыпается в комнате служанки     Надо сказать  в сериале героине приходится блуждать по этому новому миру гораздо дольше  чем в романе Маргарет Этвуд  В этом для меня   спорность телеинтерпретации  Создатели сериала добавили множество подробностей  сюжетных линий  персонажей  Всё это вписывается в повествование и  безусловно  развивает вселенную романа  делает её богаче  Но  чем дальше  тем сильнее у меня было ощущение  что я смотрю нескончаемый фанфик     Между те  книга то   конечно  и  я бы даже сказала  внезапно конечна  Финал мне показался резковатым и чрезмерно открытым  Прямо распахнутым  Неудивительно  что сценаристы взялись отвечать на все вопросы  что могли возникнуть у читателя и дали волю фантазии                              
42,Рассказ служанки,205522,20 августа 2018 | 11:54,0,Вместо остросюжетного повествования про неотеократию вышел монотонный и местами зацикленный скулеж про абьюзерство  с шаблонным любовным треугольником и неумелой попыткой повторить приём с постоянным озвучиванием мыслей  который так удался в свое время в  Карточном домике  и  Мистере Роботе      Сериал кое как разворачивается только к середине второго сезона  до этого не происходит вообще ничего   причём исключительно за счёт максимального задействования пары хорошо получившихся персонажей  а их на весь сериал действительно всего несколько и никто из них не в ряду первостепенных   а также флэшбэков  причем эти конкретные интересные тонут в море ненужных и скучных      Главная героиня откровенно не получилась  Она неубедительна  непоследовательна и  как следствие  непонятна  ещё и  простите мою придирчивость  выбранная актриса отталкивает внешне и крайне вяло передает любые эмоции      Декорации ни о чем   атмосферы и сеттинга не передают ни капли  Работа со светом неумелая   часто с экрана раздается лишь голос из потемков  даже в моменты  когда ясно  что пытались сконцентрировать зрителя на выражениях лиц персонажей      Отдельно хотелось бы отметить саундтрек   собственная музыка в сериале такая редкая и незаметная  что ее  считайте  нет  В отдельных местах попадаются лицензированные композиции  которые хороши сами по себе  но в сериале использованы либо неуместно  либо  в лучшем случае   без учета смысла их текста  сильное ощущение  что эти треки подбирали сугубо ради ритма  не обращая внимания на их смысловую уместность в моменте      Ну и  наконец  в сериале масса нелогичного и откровенных глупостей  присутствующих ради отдельных сюжетных ходов  которые  видимо  сценаристы очень хотели реализовать и очень не хотели продумывать                                      
43,Рассказ служанки,1491504,18 июля 2018 | 20:24,0,Плохая экология привела к тому  что женщины практически перестали производить на свет потомство  Самым радикальным способом заставить их выполнять свою пролетарскую функцию предприняли в псевдотеократическом   эдакая теократия со светской властью  во главе которой находится совет командоров   государстве Гилеад  образовавшемся на руинах Соединённых Штатов Америки  Большинство женщин здесь были разделены на категории  марфы экономки  жёны командоров  тётки   надсмотрщицы над служанками и служанки   фертильные женщины  детородящие за жён командоров  Над ними осуществляют биовласть мужчины командоры  регулирующие и управляющие всеми общественно значимыми функциями женского организма  в первую очередь  соитием  беременностью и деторождением      Сюжет строится вокруг служанки по имени Джун  или Фредова  Этот феминатив образован от имени её временного хозяина командора Фреда Уотерфорда  для него и для его жены Яснорады она должна родить первенца  Это есть основная миссия служанок  которые циркулируют от одной семьи управителей теократии к другой     На первый взгляд   Рассказ служанки  льёт воду на мельницу феминизма  а  точнее  постфеминизма  Чем ещё может быть адаптация романа известной канадской феминистки и активистки экологического движения Маргрет Этвуд  Идеи постфеменизма неразрывно связаны и спорадически транслируются в поп культуре  в 90 е его героинями были Бриджит Джонс  Лара Крофт и Spice Girls   и сам постфеминизм  как свидетельствуют Айвонн Таскер и Диана Негра    был выработан и развился за пределами науки   Кроме того  в сериале одновременно представлены попытки формирования идентичности через  жертвенный феминизм  и  сильный феминизм   которые Наоми Вулф представляет как две магистральные феминистические практики     В упрощённой марксистской трактовке обязательно нашлось бы место такому тезису  что в сериале  по сути  положение служанок в Гилеаде тождественно положению пролетариата в капиталистическом обществе  Энгельс в  Принципах коммунизма  давал ёмкое определение пролетариата  как общественного класса  живущего  исключительно путём продажи своего труда   Вольнонаёмный принцип замёнен в Гилеаде на более традиционный  фертильные женщины живут своим телом   Это просто работа     настраивает себя лесбиянка Эмили  компаньонка Фредовой  перед выполнением церемонии зачатия с командором     Выполнение церемониальных порядков раскрывает первоначальное значение слова  пролетариат   В Древнем Риме им называли неимущих жителей  единственная ценность которых для общества заключалась в том  что они могли делать новых римлян  Поэтому всё их имущество ограничивалось одним словом proles  одновременно означавшее и продукт производства   потомки   и средство производства   яички    Back to basic     Однако материнство и рождение являются фундаментальными основаниями существования Гилеада  а не какими то побочными продуктами  И формально служанки добровольно выбрали выполнение своей миссии по продолжению человеческого рода  Они окружены заботой и почётом  правда  они существуют тоже только формально  как и добровольный выбор     Патриархальный уклад оказывается на проверку совсем не патриархальным  мужчины занимаются регулированием отношений внутри женского сообщества и втянуты в перманентное противостояние между служанками и жёнами  Гендерный стереотип человека  слишком заинтересованного в этих вопросах  не соответствует образу настоящего мужчины     Постфемнизм возник в качестве реакции на  жестокие символ антифеменизма   как называет Нэнси Уитьер восьмидесятые годы прошлого столетия  Дискурс консервативных восьмидесятых  во многом  старался воспроизводить прекрасную послевоенную эпоху пятидесятых с аккуратными домиками и домохозяйками в них  примерными жёнами и матерями семейств  Феминизм был грязным ругательным словечком     Часть женщин  например  в лице Яснорады Уотерфорд были активными строительницами теократического Гилеада  Жена командора представляет собой тот самый образец антифеменистческой реакции восьмидесятых  ведь именно в это десятилетие был написан роман Маргрет Этвуд  Они добровольно отреклись от собственных прав  на труд  участие в государственных делах  на чтение и т д    и блокируют все попытки доказательства им того  что вместо рая на Земле был выстроен ад      Не напоминает ли эта история типичное либеральное представление о Советском Союзе  Все вожди революции   Троцкий  Зиновьев  Каменев  Бухарин  Рыков  Томский   уничтожены возникшим из революции кровавым режимом Сталина  но даже на смертном одре и у расстрельной стены отказываются признать ошибочность революции  Пролетариат признаётся единственным источником власти в стране  от его имени осуществляется диктатура  но он является таким же бесправным классом  как и все остальные  кроме верхушки партийной номенклатуры  Марксизм ленинизм   официальное учение Советского Союза  но многие труды классиков находятся в спецхранилищах  а изучение доктрины подменялось конспектами и цитатничеством  Также и в Гилеаде Библия находится под фактическим запретом  в первую очередь  для женщин  которым строжайше запрещено читать     И что если  Рассказ служанки   в этом случае  не реализовавшаяся антиутопия маскулинного мира  а  как раз таки  утопия  пост феминизма  И мужская биовласть лишь ширма  за которой прячется традиционное матриархальное устройство быта и поведения  Общество целиком и полностью центрировано на женских проблемах  но диалектика такова  что женщины одновременно являются самыми бесправными существами во всём Гилеаде  И почитаемы  и деэмансипированы  Второе качество позволяет им проявлять стороны  как  сильного феминизма  в форме радикальной борьбы за реституцию попранных прав  так и  жертвенного феминизма  через сострадание положению женщин   см   напр   переданные движением сопротивления Фредовой письма с автобиографиями      И не смыкается ли в этом случае утопия с антиутопией  не является ли теоретический антиутопический мир  пост феминизма  на самом деле  его осуществлённой на практике утопией  идеальным вариантом общественного устройства   That s the question                              
44,Рассказ служанки,663847,18 июля 2018 | 13:57,1,    Кино и сериалы я досматриваю только в том случае  если они мне нравятся  поэтому нет смысла вдаваться в многочисленные минусы данного произведения  раз уж я досмотрела  В конце концов  именно для этого люди пишут отрицательные рецензии      Хотя про один огромный минус всё же напишу      Ладно  допустим они прикрывают свои злодейства библией и заповедями  варятся в собственных соках и безнаказанно купаются в крови  но ведь сейчас каждая страна так или иначе влияет своей политикой на политику другой  Почему бы не объединить усилия и не спасти женщин из лап тиранов  Как вообще такое допустил остальной мир  Всё вопросы без ответов         Второй сезон оказался ярче первого  сравним с бурным потоком всего подряд  И любовь  и слёзы  и страх  и надежда  и всё это потоком льется в голову  По моему  в Галааде та самая мякотка только начинается     Книгу я читала  она более плавная в смысле повествования  такой сериал был бы неинтересен  Я считаю  что в плане динамики всё  как надо         Не могу точно сказать  над чем сериал заставил меня задуматься  Ни над чем  скорее всего  Просто развлёк  Такое тоже имеет место быть  Вопросы типа  А что бы я делала на месте главной героини   я себе не задавала  Вопросов другого типа  как я писала выше  гораздо больше  чем вопросов вроде  Ох  как же она увезёт дитя      Про концовку я подумала лишь одно  Ну Джун  ну амазонка проклятая  ну что ты творишь   Крайне разочаровала  но зато вполне себе интригующий задел на третий сезон     6 5 из 10                             
45,Рассказ служанки,109940,12 июля 2018 | 06:12,0,13 серий женского кошмара  Потрясает каждая серия      Да  сериал для женщин  больше скажу  для матерей  Им точно удастся прочувствовать все эмоционально заряженные сюжетные повороты  Мир в сериале женски антиутопичен  Второй сезон ничуть не слабее первого  в тринадцатой серии развязка одновременно желанная  но неожиданная  удивляющая  понятная каждой Маме      Каждая серия 2 сезона заставляет испытывать сильную эмоцию     тревогу  надежду  волнение  радость  облегчение  боль  страх  любовь  раскаяние  ужас  гнев  отчаяние  всего не вспомнить  в концентрированном виде  Иногда в одной серии ты успеваешь пережить целый коктейль ощущений и после просмотра чувствуешь себя опустошенным      Второй сезон не уступает первому ни в чём  После первого я прочитала одноимённую книгу Маргарет Этвуд  Стало легче  понятнее  Что теперь читать  Найду  Но тогда я не решилась на отзыв  Второй сезон все изменил      Пусть говорят о сюжетных нестыковках  о нелогичных поступках героев  об утрированности мира Гилеада  Я увидела в этом фильме замечательную возможность почувствовать   пережить  весь этот кошмар вместе с главной героиней  со всеми женщинами  чей образ более менее раскрыт  побывать на их месте  понять их мотивы  ужас положения  разные характеры  выбор  который они сделали  Это в сериале снято прекрасно  И он пока единственный в своём роде      10 из 10                             
46,Рассказ служанки,55986,10 июля 2018 | 12:57,1,В один не очень прекрасный день власть в США захватывают христианские радикалы и создают на территории страны Республику Гилеад  в которой правит псевдорелигиозная диктатура  Поскольку только одна из ста женщин может иметь ребенка  всесильные и бездетные семьи отлавливают всех фертильных женщин и превращают их в  служанок   безропотных и послушных инкубаторов для вынашивания детей  У девушек отбирают их настоящие имена  разлучают с мужьями и родными детьми и жестоко наказывают за малейшие провинности  Одной из  служанок  становится Джун  которой дали новое имя Фредова  англ  Offred  т е  принадлежащая Фреду   И она окажется одной из тех  в ком проснется дух бунтарства против откровенно фашистского режима фанатиков диктаторов с Библией в руках      Одноимённый роман антиутопия канадской писательницы Маргарет Этвуд  положенный в основу этого телесериала  уже экранизировался в виде полнометражного кино Фолькером Шлёндорфом в 1989 году  которое оказалось крайне слабым  Ну а поскольку качество телевизионных продуктов на Западе с каждым годом растет  формат сериала оказался очень подходящим для раскрытия масштабного и богатого на нюансы и важные детали сюжета  Кажущийся поначалу тягучим  фильм постепенно завораживает  затягивает и захватывает  с каждой серией углубляя драматизм и усложняя сюжетные ходы  Глядя на подобную телепродукцию  не устаешь удивляться  какие мощные темы в ней поднимаются  это вам не бесконечные доярки из периферии  вышедшие замуж за олигарха благодаря амнезии ложной беременности или сферические менты бандюки в вакууме   вроде наглядного примера  что нет никого страшнее властных психопатов с Писанием  Помимо детализированного изучения деструктивного влияния подобного политического строя на свободу личности и человеческое достоинство   Рассказ служанки  обличает все то лицемерие  с которым эти поборники лживой святости вершат свое дело      Неудивительно  что проект был удостоен премий  Эмми  и  Золотой Глобус  как лучший драматический сериал  этих же наград заслужила восхитительная игра Элизабет Мосс в роли Фредовой  Здесь она раскрыла себя как очень сильная драматическая актриса  перформанс которой является душой и эмоциональным ядром всей картины   сцена  в которой ее героиня бьется в запертой машине  увидев за окном свою пропавшую дочь  до слез  ей богу  Также радует  что на ее фоне не теряются и другие актеры  особенно это касается Ивонн Страховски  тонко и разнопланово изобразившей хозяйку Фредовой  Недавно интернет сервис Hulu  выпускающий сериал  заявил о его продлении на третий сезон  и очень хочется надеяться  что планка качества  Рассказа служанки  в дальнейшем не упадет     9 из 10                             
47,Рассказ служанки,554032,14 июня 2018 | 08:51,1, Ночь   мое время  Что хочу  то и делаю  если не шумлю  Если не двигаюсь  Если ложусь и не шевелюсь       Не шевелиться хотелось и мне  после каждой серии  после каждого невыносимо долгого и молчаливого крупного плана  когда у тебя полное ощущение  что герой смотрит на тебя или сквозь тебя  хотелось просто сидеть и думать  думать  думать      Перед нами история женщины  у которой больше нет мужа  нет дочери  работы  прежней жизни  у которой даже имени нет  Она Фредова  а завтра может стать Гленовой или Стивеновой  зависимо от того  кому   Фреду  Глену или Стиву  она будет завтра принадлежать   И эта история страшная  жуткая  дикая и  кажется  ирреальная  Ведь разве может случится так  чтобы женщины вдруг стали рабынями  Чтобы религиозные фанатики деспоты взяли на себе обязательство бить голосом Бога  Разве может случится так  что главным и ежедневным нашим чувством будет страх  Хм    А разве нет      Политика  Религия  Равенство    Темы  о которых ми так много говорим и так мало знаем   Рассказ служанки  заставляет не только задуматься об этом  но и начать диалог     Для меня этот сериал   это ни больше ни меньше  как искусство  ведь что  как не искусство  может у тебя вызвать чувства отвращения  шока  восторга и наслаждения одновременно  В каждом кадре   эстетика  в цвете  в свете  в операторских решениях  В каждом звуке   противоречие  когда сначала тебе эта музыка здесь кажется чуждой  неуместной  а потом понимаешь  что другой и не могло быть  В каждом актерском перфомансе   правда  когда персонаж перестает быть персонажем  а становиться человеком  В каждой мелочи   восторг  ибо искусство     10 из 10                             
48,Рассказ служанки,1444019,18 мая 2018 | 03:15,0,Второй сезон в самом разгаре  Количество однополых все больше и больше  что  собственно  и объясняет революцию в самом толерантном обществе  Если фертильные женщины и мужчины занимаются собой и однополыми связями  то как размножаться  А вот так     Гилеад поступил полностью правильно  Еще бы посмотреть на мужчин служанок  ну да ладно  тут же феминистская цель уничижения  В общем  толерантности в сериале   100 из 10  Тут только зоофилов пока не было  Плохие же тут лишь гетеросексуальные пары  желающие иметь детей     Логики в сериале  книгу не читала  сразу говорю    примерно 0 из 100  Куда проще было бы сделать лоботомию служанкам и на этом закончить разговор  Рудники  побиение камнями и проч    это антураж  никак не укладывающийся в логику  потому что при таком дефиците фертильных   это тупой расход материала  Ну типа как если автовладелец будет сливать бензин на землю  потому что цвет не понравился     В общем  кого еще не тошнит от супертолерантности в отношении ЛГБТ    наслаждайтесь  Остальные   болейте за Галеад или не смотрите вовсе     Из за зашкаливающей толерастии ставлю     2 из 10                             
49,Рассказ служанки,46231,13 мая 2018 | 13:48,0,Накануне решила я посмотреть сериал  который вызвал столько положительных отзывов  что казалось бы  просто обязан быть классным  но       Но у меня он не вызвал никаких ощущений кроме омерзения  И вот ЭТО показывают по телику и всем нравится      Даже если не обращать внимания на отвратные сцены совокуплений  на которых и основан сюжет этого шедевра   то лучше не становится  Затянутое вялотекущее бытие повергает в жуткий сон  Все эти тупые разговоры  тупые обычаи       Всячески нам демонстрируют тяжесть положения служанок  что чуть шаг в сторону и последует наказание  Нас уверяют  что эти  блин  служанки не имеют даже возможности себя убить  Да ладно  она только и девает  что шарахается по дому или по улице  И особо за ней не следят  Да даже на кухне можно просто тупо взять нож и просто перерезать глотки хозяевам  перед тем как с собой покончить  Не говоря уже о том  чтоб показать хоть одну попытку завладеть оружием охранников  Хотя бы блин попытку  Неее  они будут ходить как стадо безвольных коров      Да бог с ними  Может правда так промыли им мозги  что ничего они уже не могут придумать      Очень странный ненормальный мир предстает перед нами  но когда у главной  героини  бывают флешбеки из прошлой жизни  то и тот мир предстает не менее мерзким      А этот упор на гомосеков  Да вы достали уже  честно слово  Создается ощущение  что в Америке треть населения   это гомосексуалисты  еще треть   лесбиянки  и еще треть нормальных людей  и тоже не факт  что нормальных   Так при такой статистике и не удивительно  что рождаемость то упала  и они вымирать начали  Не  ну правда  подружка ее лучшая   лесбиянка  подружка служанка   тоже  В институте начальник у той   гей  в Канаде парня принимают  который тоже бедный про своего парня рассказывает нам  Всё это смакование отношений однополых просто вымораживает  Вот как они то любят  как они бедные страдают  Не показано ни одной нормальной семьи  Даже эта главная героиня  которая мучается от ОГРОМНОЙ любви к своему мужу и его вспоминает постоянно  сама трахается с каким то водилой  Ей что мало  что ее насилуют  Да любая женщина после такого над ней надругательства даже смотреть на мужиков не сможет  А этой прям НОРМ  Давайте добавки     Зрителя ведь становится всё сложнее удивить и взбудоражить  поэтому нам подсовывают всё больше грязи  больше изврата  А если это вдруг кому то не нравится  то этот человек просто ханжа или со слабым желудком  что не может такое выносить     Да  я это посмотрела и досмотрела  просто потому что не хотела писать отзыв не зная так сказать всего до конца  А может и надеялась  что вот вот начнется восстание и сопротивление  Но нет  всё та же ересь  Ощущение конечно после просмотра будто меня г    обмазали     Отврат и мерзость     1 из 10                             
